Date,District,Header,Story,Source,Attack,latitude,longitude,Propaganda,Structural Discrimination,Material Damage,Reported status
2016-08-16,Mitte,Transsexuelle(n) attackiert,"In der Nacht vom 16. auf den 17. August, kurz vor Mitternacht, kam es - wieder einmal - zu einem Vorfall auf dem Alexanderplatz: Ein unbekannter Mann sprach eine Person in Frauenkleidern von hinten an. Als sich der Angesprochene umdrehte, stellte sich heraus, dass es ein transsexueller 19-Jähriger in Frauenkleidern war. Daraufhin beleidigte ihn der Unbekannte, schlug ihm ins Gesicht und trat ihn mit dem Fuß gegen die Brust. Die alarmierte Polizei nahm einen Tatverdächtigen in der Nähe fest.",https://www.berlin.de/polizei/polizeimeldungen/pressemitteilung.509425.php   /   http://www.morgenpost.de/berlin/polizeibericht/article208076797/Mann-offenbar-wegen-Frauen-Outfit-beleidigt-und-geschlagen.html,physical,52.52197645,13.413637435864272,Unknown,Unknown,Unknown,Unknown
2016-08-12,Neukölln,Auf der Sonnenallee homophob beleidigt und geschlagen,Gegen 22.30 Uhr wurde ein 33-Jähriger auf der Sonnenallee von zwei Männern im Alter von 18 und 19 Jahren homophob beleidigt und geschlagen.,ReachOut,physical,52.4646466,13.4730145,Unknown,Unknown,Unknown,Unknown
2016-07-29,Spandau,Auf Havelradweg homophob angegriffen,"Gegen 23.15 Uhr wird ein 49-jähriger Mann, der auf dem Havelradweg fährt, aus homophober Motivation aus einer Gruppe von mehreren Jugendlichen heraus, mit einer abgebrochenen Flasche beworfen. Die Jugendlichen haben ihn schon öfter homophob beleidigt.","Polizei Berlin, 27.02.2017",verbal,52.4784362,13.1831076,Unknown,Unknown,Unknown,Unknown
2016-07-24,Mitte,Angriff auf schwules Paar,"Ein 21-Jähriger befand sich mit seinen ein Jahr jüngeren Begleiter gegen 3:00 Uhr morgens an einem Imbiss in der Luxemburger Straße als er von einen Mann aus einer Gruppe heraus angesprochen und gefragt wurde warum er schwarze Striche im Gesicht trage. Der 21-Jährige entgegnete daraufhin, dass er von einer CSD-Veranstaltung komme und ging anschließend mit dem Begleiter weiter. Das Trio folgte dann den Beiden. Zunächst soll einer aus dem Trio über das Basecap des Begleiters gestreichelt und dabei den Kopf nach unten gedrückt haben. Daraufhin schubste der 21-Jährige die Hand des jungen Mannes weg. Der Unbekannte soll den 21-Jährigen daraufhin mit der Faust und der flachen Hand mehrmals gegen den Kopf geschlagen haben. In der Folge soll der Attackierte nun zu Boden gegangen sein und ein Komplize des Angreifers soll ihn dann ebenfalls geschlagen haben. Der Dritte des Trios beteiligte sich offenbar nicht an den Schlägen. Anschließend flüchtete das Trio. Der 21-Jährige erlitt bei dem Angriff Arm- und Kopfverletzungen. Zur ambulanten Behandlung wurde er von Rettungssanitätern in ein Krankenhaus gebracht. Sein Begleiter wurde nicht verletzt. Die Ermittler suchen nun nach den mutmaßlichen Angreifern wegen Hasskriminalität.",Polizeimeldung,physical,52.5450133,13.3570103,Unknown,Unknown,Unknown,Unknown
2016-07-23,Steglitz-Zehlendorf,Homophobe Beleidigung im Zusammenhang mit einem Nachbarschaftsstreit in Steglitz,"Während eines NachbarInnenstreits wurde eine Frau homophob beleidigt, von einem Nachbarn mehrmals mit Wasser übergossen und von einer weiteren Nachbarin angegriffen.",Bürgermeldung,verbal,52.4572569,13.3222865,Unknown,Unknown,Unknown,Unknown
2016-07-19,Treptow-Köpenick,Homophob beleidigt und geschlagen,Ein 19- und ein 25-jähriger Mann werden gegen 22 Uhr vor einer Unterkunft für Geflüchtete in der Kiefholzstraße durch unbekannte Männer homophob beleidigt und geschlagen.,Pressemeldung der Polizei,physical,52.4840338,13.460978,Unknown,Unknown,Unknown,Unknown
2016-07-17,Tempelhof-Schöneberg,Angriff auf Stand der israelischen Botschaft beim lesbisch-schwulen „Motzstraßenfest“,"Am 17.07.2016 griffen Aktivist*innen der Gruppe """"Berlin Against Pinkwashing"" den Stand der israelischen Botschaft auf dem lesbisch-schwulen ""Motzstraßenfest"" an. Mehrere Aktivist*innen führten einen sogenannten ""Die-In"" vor dem Stand der israelischen Botschaft in der Fuggerstraße durch. Dabei legten sie sich unter einem Banner (""2300 dead in Gaza, you can't pinkwash this"", dt.: ""2300 gestorben in Gaza, das könnt ihr nicht pinkwashen"") auf den Boden um Leichen zu simulieren. Auf Bannern und in einer verlesenen Rede wurde Israel als Apartheid dämonisiert, es wurde eine Lärm- und Chaoskulisse mit Schreien, knallenden Luftballons und Brüllchören (""From Berlin to Palestine - Occupation is a crime"", etc) aufgebaut und die gesamte Szenerie mit zahlreichen Kameras dokumentiert. Dabei kam es zu Bedrohungsszenarien und Handgreiflichkeiten, die die Polizei auflösen musste. Sie erteilte Platzverweise und nahm Personalien auf.",Recherche- und Informationsstelle Antisemitismus RIAS,physical,52.4758197,13.3648297,Unknown,Unknown,Unknown,Unknown
2016-07-16,Friedrichshain-Kreuzberg,Homophober Angriff in der Oranienstraße,"Ein 32-jähriger Mann, der in Begleitung mehrerer Männer ist, wird gegen 3.00 Uhr in der Oranienstraße aus homophober Motivation von zwei unbekannten Männern mit einer Flasche beworfen.",Polizei,physical,52.5005662,13.4232976,Unknown,Unknown,Unknown,Unknown
2016-07-08,Neukölln,Homophobe Beleidigung in der Sonnenallee,Gegen 22 Uhr wurde ein 34-Jähriger von einem 39-jährigen Mann vor einem Supermarkt in der Sonnenallee homophob beleidigt.,"Polizei Berlin, Polizeimeldung",verbal,52.4646466,13.4730145,Unknown,Unknown,Unknown,Unknown
2016-06-30,Mitte,Faustschlag gegen schwulen Mann,"Mitte Juni wurde ein homosexueller Mann angegriffen. Er verließ gegen 2.15 Uhr die Bar ""Saint Jean"" in der Steinstraße, als er auf eine Gruppe von fünf Männern traf: ""Bist du schwul?"". wurde er gefragt. Als er dies bejahte, schlug ihm einer der Männer mit der Faust ins Gesicht.",http://www.tagesspiegel.de/berlin/queerspiegel/homophobie-in-berlin-angriffe-gegen-homo-und-transsexuelle-nehmen-zu/14877718.html,other,52.5271537,13.4044551,Unknown,Unknown,Unknown,Unknown
2016-06-22,Friedrichshain-Kreuzberg,Homophober Angriff am Schlesischen Tor,Ein 60-jähriger Mann wird gegen 10.00 Uhr durch unbekannte Täter aus homophober Motivation am Schlesischen Tor auf die Fahrbahn geschleift.,Polizei,physical,52.4974688,13.4484989,Unknown,Unknown,Unknown,Unknown
2016-06-18,Mitte,Faustschlag ins Gesicht,Am 18. Juni gegen 2.15 Uhr wurde einem 28-jährigen Mann in der Steinstraße (Ortsteil Mitte) aus homophober Motivation ins Gesicht geschlagen. Der unbekannte Angreifer war mit einer Gruppe aus vier weiteren Männer unterwegs.,ReachOut,physical,52.5271537,13.4044551,Unknown,Unknown,Unknown,Unknown
2016-06-01,Neukölln,LGBTIQ*-feindlicher Angriff auf der Sonnenallee,Ein 26-jähriger Mann wurde in der Nacht zum Donnerstag auf der Sonnenallee von einem Unbekannten aus LGBTQI-feindlicher Motivation angegriffen.,ReachOut,physical,52.4646466,13.4730145,Unknown,Unknown,Unknown,Unknown
2016-05-28,Mitte,Im Fitnessstudio homophob beleidigt und geschlagen,"Gegen 15.00 Uhr wird ein 31-jähriger Mann in einem Fitnessstudio, in der Jägerstraße durch einen unbekannten Mann homophob beleidigt und geschlagen.","Polizei Berlin, 27.02.2017, ReachOut",physical,52.5147075,13.3981526,Unknown,Unknown,Unknown,Unknown
2016-05-24,Neukölln,Aus homophober Motivation geschlagen und getreten,"Ein 19- und ein 24-jähriger Mann wurden beim Betreten eines Cafés in der Sonnenallee darauf hingewiesen, dass „Schwule“ nicht bedient werden und von einer Gruppe von Männern gestoßen, geschlagen und getreten.",ReachOut,physical,52.4646466,13.4730145,Unknown,Unknown,Unknown,Unknown
2016-05-15,Neukölln,"Versuchte Brandstiftung auf linkem, queeren Wagenplatz","Am späten Nachmittag wurde auf dem Wagenplatz „Kanal“ an sechs unterschiedlichen Stellen, u. a. in der Nähe der Wohnwägen, Feuer festgestellt. Am Vorabend des Brand­anschlages hatte es eine Informationsveranstaltung mit anschließender Party gegeben und Bewohner*innen schliefen in den Wägen. Den Bewohner*innen gelang es, die Brandstiftungs­herde zu löschen.",ReachOut,other,52.4273704,13.5048392,Unknown,Unknown,Unknown,Unknown
2016-05-15,Charlottenburg-Wilmersdorf,Transhass in Charlottenburg,Mitte Mai beleidigen mehrere Männer eine Transfrau homophob in der Pestalozzistraße in Charlottenburg.,Register CW,verbal,52.515747,13.3096834,Unknown,Unknown,Unknown,Unknown
2016-05-07,Marzahn-Hellersdorf,Homophober Angriff in Erich-Kästner-Straße,Gegen 4.40 Uhr werden ein 26- und ein 32-jähriger Mann in der Erich-Kästner-Straße durch einen 50-jährigen Mann homophob beleidigt und gestoßen.,ReachOut,physical,52.5249477,13.5967252,Unknown,Unknown,Unknown,Unknown
2016-05-04,Friedrichshain-Kreuzberg,Homophob motivierter Angriff,Ein 41-jähriger Mann und sein Freund werden gegen 2.00 Uhr in der Dresdener Straße von einem Mann homophob beleidigt und geschlagen.,ReachOut,physical,52.5060252,13.4140911,Unknown,Unknown,Unknown,Unknown
2016-04-30,Pankow,"Facebook-Seite ""NPD Berlin-Pankow KV8""","Auf der Facebook-Seite wird über das Durchführen von Infoständen und den (angeblichen) verteilen von Informationsmaterial berichtet. Auch über die Teilnahme an der berlinweiten rechten Nazidemonstration am 02. April in Hellersdorf wurde geschrieben. Aufgrund von Hausdurchsuchungen wegen rassistischen Hasskommentaren im Internet, bemängelt die NPD-Pankow KV8 Meinungsfreiheit. Mehrmals werden Beiträge der „Kein Asylanten-Containderdorf in Buch“ – Seite geteilt, in dem sich antiziganistisch über sog. Bettler*innen beschwert wird. Am 18. April wird sich in einem Post über die Finanzierung des Projektes „Steine ohne Grenzen“ echauffiert. Am 27. April äußert sich die NPD abfällig gegenüber LGBT-Geflüchteten und bezeichnet diese als „sexuell verwirrt“.","[moskito] Fach- und Netzwerkstelle gegen Rechtsextremismus, für Demokratie und Vielfalt",other,52.5469652,13.4071648,Unknown,Unknown,Unknown,Unknown
2016-04-21,Friedrichshain-Kreuzberg,Mutter aus homophober Motivation beleidigt,Gegen 15.40 Uhr wird eine 33-jährige Mutter mit ihrem Kind in der Kochhannstraße von zwei unbekannten Männern homophob beleidigt. Eine Zeugin greift ein und sie wird von den Tätern angegriffen.,ReachOut,verbal,52.523838,13.4471124,Unknown,Unknown,Unknown,Unknown
2016-04-15,Friedrichshain-Kreuzberg,Mensch aus transphoben Gründen geschlagen,"Gegen 2.00 Uhr wird eine Person am Halleschen Ufer von einer Gruppe von 4-5 Männern transphob beleidigt und geschlagen. Als ein Zeuge eingreift, fliehen die Täter unerkannt.",ReachOut,physical,52.4990938,13.3862714,Unknown,Unknown,Unknown,Unknown
2016-04-02,Friedrichshain-Kreuzberg,Mit Eisenstange auf Mann eingeschlagen,"Gegen 16.00 Uhr wird ein 45-jähriger Mann in der Boxhagener Straße, als er seine Wohnungstür öffnet, von einem 37-jährigen Mann homophob beleidigt, mit Pfefferspray besprüht und mit einer Eisenstange geschlagen.",ReachOut,physical,52.5062944,13.4700671,Unknown,Unknown,Unknown,Unknown
2016-03-10,Treptow-Köpenick,Homophober Aufkleber im Salvador-Allende Viertel,Im Salvador-Allende-Viertel wurden mehrere Aufkleber des extrem rechten Online-TV-Senders „FSN-TV“ entdeckt und entfernt. Die Aufkleber zeigten unter anderem homophoben Inhalt.,Zentrum für Demokratie,other,52.4426914,13.5898036,Unknown,Unknown,Unknown,Unknown
2016-02-06,Friedrichshain-Kreuzberg,Mann aus homophober Motivation getreten,Ein 34-jähriger Mann wird gegen 8.10 Uhr im Park am Gleisdreieck durch zwei unbekannte Männer homophob beleidigt und getreten.,ReachOut,verbal,52.4995261,13.3740318,Unknown,Unknown,Unknown,Unknown
2016-01-17,Friedrichshain-Kreuzberg,Homophober Übergriff am Kottbusser Tor,Zwei unbekannte Männer werden gegen 2.45 Uhr am Kottbusser Tor durch mehrere Personen aus homophober Motivation geschlagen.,ReachOut,physical,52.499307,13.4184801,Unknown,Unknown,Unknown,Unknown
2016-01-11,Spandau,"Homophob beleidigt, geschlagen und verletzt","Ein 26-jähriger Mann wird gegen 21.30 Uhr in der Geflüchtetenunterkunft in der Schmidt-Knobelsdorf-Straße von einem 27-jährigen Mann homophob beleidigt, geschlagen und verletzt.","Polizei Berlin, 12.01.2016 queer.de, 12.01.2016 Tagesspiegel, 12.01.2016 Berliner Zeitung, 9.01.2016",physical,52.5236136,13.1838369,Unknown,Unknown,Unknown,Unknown
2016-01-03,Neukölln,Rassistische Beleidigung in der Kneipe,"Gegen 0:10 Uhr nachts sagte der Wirt einer Gaststätte in der Boddinstraße, vor der Tür hätte ""der Krankenwagen einen [N-Wort] geholt"". Er wiederholte diese rassistische Bezeichnung zweimal. Bereits zuvor hatten sich Gäste der Gaststätte rassistisch, transfeindlich und sexistisch geäußert.",Register Charlottenburg-Wilmersdorf,verbal,52.4805105,13.430963,Unknown,Unknown,Unknown,Unknown
2017-12-22,Neukölln,Homophober Angriff auf der Sonnenallee,"Ein 28-Jähriger und sein 23-jähriger Begleiter werden nachmittags auf der Sonnenallee von sechs Männern angesprochen. Der 28-Jährige wird gefragt, ob er schwul sei. Hierauf antwortet der 28-Jährige, dass es egal sei. Daraufhin werden die beiden Männer aus der sechsköpfigen Männergruppe heraus attackiert und verletzt.","Polizei Berlin, Polizeimeldung Nr. 2924",physical,52.4646466,13.4730145,Unknown,Unknown,Unknown,Unknown
2017-12-14,Lichtenberg,AfD-Anträge in der Lichtenberger BVV,"Mit einem Antrag in der BVV versuchte die Lichtenberger AfD, der Fach- und Netzwerkstelle „Licht-Blicke“ Gelder zu entziehen. In der Begründung wurde unter anderem das Lichtenberger Register herangezogen und die Arbeit von Licht-Blicke als nicht neutral bezeichnet. Weiterhin bezichtigte ein AfD-Verordneter die Bundes-SPD für das Anwachsen linksextremer Gewalt verantwortlich zu sein. Er stritt ab, dass es extrem rechte Akteure in der Lichtenberger AfD gäbe. Ein weiterer AfD-Antrag forderte eine Extremismusklausel bei bezirklich geförderten Projekten, weil angeblich der „erhebliche Teil“ der Anti-Rechts-Gelder in „linksradikalen Strukturen“ lande. Ein Antrag zu Einrichtung von Bäderzeiten für Frauen und Trans-Personen wurde von einem AfD-Verordneten für Polemiken genutzt. Der Antrag wurde als „Aprilscherz“ bezeichnet und eine Bedrohung von Transpersonen negiert. Ein Antrag zu Geflüchtetenunterkünften wurde von der AfD zum Ausspielen verschiedener Bevölkerungsgruppen genutzt. Es wurde gefragt, was man mit dem Geld alles umsetzen könne, wenn es nicht für Flüchtlinge ausgegeben werden müsse.",Lichtenberger Register,No,52.509713,13.5036461,yes,Unknown,Unknown,Unknown
2017-12-14,Neukölln,Homophober Angriff in Nordneukölln,Ein 18- und ein 19-jähriger Mann werden gegen 20.10 Uhr in der Sonnenallee von einem 28-jährigen Mann angegriffen. Aus LGBTIQ-feindlicher Motivation schlägt der Angreifer einem der Männer mit der Faust ins Gesicht und beißt dem anderen in den Daumen.,ReachOut Berlin,physical,52.4646466,13.4730145,Unknown,Unknown,Unknown,Unknown
2017-12-14,Mitte,Taxifahrer schlägt zu,"Zwei Männer im Alter von 26 und 36 Jahren, die gegen 2.10 Uhr mit einem Taxi zur Leipziger Straße fahren, werden am Ziel von dem Taxifahrer aus LGBTIQ-feindlicher Motivation ins Gesicht geschlagen und verletzt.",ReachOut,physical,52.5108273,13.394418,Unknown,Unknown,Unknown,Unknown
2017-12-10,Marzahn-Hellersdorf,LGBTIQ*-feindlicher Angriff auf Jugendliche,"Zwei Jugendliche im Alter von 15 und 16 Jahren werden gegen 0.30 Uhr in der Landsberger Allee von zwei unbekannten Männern aus LGBTIQ-feindlicher Motivation beleidigt und ins Gesicht geschlagen. Anmerkung der Redaktion: Nach einer Öffentlichkeitsfahndung stellt sich der 21-jährige Täter im April 2018 der Polizei (Quelle: Neues Deutschland, 7.4.18).",ReachOut,physical,52.5496948,13.5858872,Unknown,Unknown,Unknown,Unknown
2017-11-22,Mitte,LGBTIQ-feindlicher Angriff am Alexanderplatz,Ein 27- und ein 33-jähriger Mann werden gegen 22.00 Uhr auf dem Alexanderplatz von einem unbekannten Mann aus LGBTIQ-feindlicher Motivation beleidigt und mit der Faust ins Gesicht geschlagen.,ReachOut,physical,52.52197645,13.413637435864272,Unknown,Unknown,Unknown,Unknown
2017-11-16,Lichtenberg,Diskriminierende Wortmeldungen der AfD in der BVV,"Während der Lichtenberger BVV meldete sich die AfD mehrfach zu Wort. Im Rahmen der berlinweiten AfD-Strategie gegen Projekte, die sich gegen Rechtsextremismus, Rechtspopulismus und Rassismus richten, wurde auch in dieser BVV ein weiterer Antrag gestellt, der bezirklichen Fach- und Netzwerkstelle Licht-Blicke Projekte und Gelder zu entziehen. Der Antrag wurde vertagt. In seiner Antwort auf eine Bürgerfrage zu einer Ehrung eines 1939 ermordeten Lichtenberger Kommunisten forderte ein AfD-Verordneter dessen Überprüfung, ob er an „kommunistischen Verbrechen“ beteiligt war, und bezeichnete dessen Folterung und Ermordung durch Franco-Faschisten verharmlosend als „staatliche Willkür“. Zwei Anträge, die eine spezielle Beratung für queere Jugendliche in Notsituationen und einen gesonderten Jugendraum für ebendiese forderten, wurden von ihm und einem weiteren AfD-Verordneten ablehnend beantwortet. Der Erste fragte warum es eine gesonderte Schulung brauche, da Transgender keine psychische Störung wäre, und unterschlug damit existierende Diskriminierungserfahrungen. Letzterer behauptete, dass in Folge einer Geschlechtsangleichung es bei Intersexuellen zu psychischen Störungen kommen würde.",Lichtenberger Register,other,52.509713,13.5036461,yes,Unknown,Unknown,Unknown
2017-11-11,Spandau,Frau in der Lynarstraße beleidigt und angegriffen,Eine Frau wurde am 11. November um 21:20 Uhr von einem Unbekannten aus LGBTIQ*-feindlicher Motivationbeleidigt und mehrmals mit der Faust in den Rücken geschlagen.,ReachOut,physical,52.5487196,13.2053315,Unknown,Unknown,Unknown,Unknown
